Name   	 Mass (hand)  	 Miss (hand) 	 Mass (alg)  	 Miss (alg) 	 dV
252+02+052*   	          NaN 	          NaN 	      19864.9 	      43135.7 	       9300.0 
252-21+031*   	          NaN 	          NaN 	       1175.6 	      20039.8 	      10300.0 
252+04+064*   	          NaN 	          NaN 	      15386.2 	      33255.2 	      14400.0 
251-02+111   	          NaN 	          NaN 	     112153.3 	     112352.1 	      22700.0 
250-14+055*   	          NaN 	          NaN 	       8306.5 	      55641.8 	      13400.0 
247-13+045*   	          NaN 	          NaN 	       3251.3 	      28600.9 	      16500.0 
246-01+109   	          NaN 	          NaN 	      41005.6 	      40040.5 	       9300.0 
246-06+055   	          NaN 	          NaN 	      20413.5 	      50960.6 	      11300.0 
246+00+100   	          NaN 	          NaN 	      29998.7 	     137401.1 	       8300.0 
243-15+047*   	          NaN 	          NaN 	      17276.9 	     134323.6 	      12400.0 
243-10+053   	          NaN 	          NaN 	      12868.7 	      27191.8 	      27800.0 
243+06+047*   	          NaN 	          NaN 	       2297.2 	       4527.0 	       7200.0 
241-19+035*   	          NaN 	          NaN 	       1204.2 	       4695.5 	      10300.0 
241+08+066   	          NaN 	          NaN 	       6635.9 	       8671.7 	      17500.0 
240-08+051   	          NaN 	          NaN 	        584.6 	       4154.5 	       5200.0 
238+02+068*   	          NaN 	          NaN 	      23794.6 	     117556.2 	      15500.0 
238-07+057   	          NaN 	          NaN 	       2673.4 	      12428.6 	       6200.0 
237+11+032*   	          NaN 	          NaN 	       1399.0 	       6817.0 	       7200.0 
235-03+083   	          NaN 	          NaN 	      29213.9 	      41792.2 	       9300.0 
231+01+087   	          NaN 	          NaN 	      25122.1 	     150565.6 	      14400.0 
229-02+094   	          NaN 	          NaN 	      14753.3 	      30430.0 	       8200.0 
226-07+039   	          NaN 	          NaN 	       2337.9 	      22168.1 	      15500.0 
224+07+038   	          NaN 	          NaN 	       2378.7 	      42929.7 	      15500.0 
220+00+048   	          NaN 	          NaN 	      11455.3 	      14000.4 	       6200.0 
219-27+023*   	          NaN 	          NaN 	       1513.0 	      51581.3 	       9600.0 
218+03+055   	          NaN 	          NaN 	       1487.1 	      27928.0 	       7200.0 
217-03+065   	          NaN 	          NaN 	       6488.2 	      10992.2 	       6200.0 
216-21+035*   	          NaN 	          NaN 	       2466.3 	       9669.1 	      19600.0 
215-11+033   	          NaN 	          NaN 	       4121.2 	      11697.4 	       6200.0 
208-36+016*   	          NaN 	          NaN 	        680.1 	       4337.7 	      10300.0 
206+07+051   	          NaN 	          NaN 	      12047.4 	      45937.0 	      15500.0 
203+09+025*   	          NaN 	          NaN 	       2002.1 	       3711.4 	      12400.0 
202+05+031   	          NaN 	          NaN 	      10830.3 	      97586.8 	      20600.0 
199-39+022   	          NaN 	          NaN 	       1969.3 	      14873.4 	       6200.0 
199+02+033   	          NaN 	          NaN 	      11329.4 	      40845.2 	       9300.0 
163+09-048   	          NaN 	          NaN 	     187765.5 	    2330962.1 	      16500.0 
158-27-039   	          NaN 	          NaN 	      13650.9 	      20974.6 	      14400.0 
157-02-049   	          NaN 	          NaN 	       2017.8 	      51704.1 	       8300.0 
157+03-044   	          NaN 	          NaN 	        292.6 	      69456.5 	       9300.0 
156+32-053   	          NaN 	          NaN 	      21033.5 	      21198.9 	       9300.0 
154+35-057   	          NaN 	          NaN 	     191737.9 	    1154536.8 	      14400.0 
154+00-071   	          NaN 	          NaN 	      42190.4 	     118299.8 	       9300.0 
153+34-052   	          NaN 	          NaN 	      17995.6 	      49985.3 	      11300.0 
153-05-029*   	          NaN 	          NaN 	       5844.5 	      73778.6 	       6200.0 
152-03-078   	          NaN 	          NaN 	      75540.1 	     187150.7 	       9300.0 
150+05-058   	          NaN 	          NaN 	      51906.5 	     594629.9 	      17500.0 
147+41-056   	          NaN 	          NaN 	      40156.4 	     160286.4 	      12400.0 
147-09-056   	          NaN 	          NaN 	      11485.0 	      43567.7 	       9300.0 
146+06-045*   	          NaN 	          NaN 	      34926.6 	      49373.1 	      11300.0 
146-05-078   	          NaN 	          NaN 	      84836.0 	     208958.8 	      12400.0 
146-48-016   	          NaN 	          NaN 	        271.1 	       8420.1 	       8200.0 
145+38-058   	          NaN 	          NaN 	      33585.4 	      34494.9 	      12400.0 
145-09-066   	          NaN 	          NaN 	      29562.6 	     107299.2 	      12400.0 
142-15-030*   	          NaN 	          NaN 	       1146.0 	       7922.9 	      13400.0 
141-05-041*   	          NaN 	          NaN 	      12976.1 	     154099.3 	      20600.0 
141+18-057   	          NaN 	          NaN 	      36641.7 	    1383268.9 	      16500.0 
139+09-067   	          NaN 	          NaN 	      25143.9 	      25012.3 	      13400.0 
138+08-077   	          NaN 	          NaN 	       9404.1 	     118165.7 	       9300.0 
137+06-029*   	          NaN 	          NaN 	       4207.9 	      17302.8 	      15500.0 
136+05-102   	          NaN 	          NaN 	      71187.0 	     171084.7 	      14400.0 
136-04-077   	          NaN 	          NaN 	      21779.0 	      93902.9 	      10300.0 
135+08-057   	          NaN 	          NaN 	       4287.6 	      25971.5 	      11300.0 
135+05-081   	          NaN 	          NaN 	      44816.0 	     213251.0 	      12400.0 
135+02-090   	          NaN 	          NaN 	      38086.3 	      76623.3 	      11300.0 
134+11-044*   	          NaN 	          NaN 	       2044.9 	      15303.4 	       9300.0 
133-03-063   	          NaN 	          NaN 	       9711.1 	      34891.0 	       7200.0 
132+04-106   	          NaN 	          NaN 	      18969.7 	     100928.6 	       7200.0 
132-01-078   	          NaN 	          NaN 	       2984.0 	     113513.1 	      10300.0 
132+01-109   	          NaN 	          NaN 	      39118.5 	      91124.1 	       9300.0 
131-05-067*   	          NaN 	          NaN 	      16312.8 	      41488.7 	      24700.0 
130-04-096   	          NaN 	          NaN 	      26115.6 	      74622.9 	      17500.0 
130+00-101   	          NaN 	          NaN 	      33559.8 	     108615.6 	       7200.0 
128-07-066*   	          NaN 	          NaN 	      12941.1 	      15520.5 	      15500.0 
128+01-103   	          NaN 	          NaN 	      94190.5 	     341040.8 	       9300.0 
127-01-082   	          NaN 	          NaN 	     163550.3 	     663597.9 	      18600.0 
127-02-069   	          NaN 	          NaN 	      15333.2 	     152501.8 	      13400.0 
127-05-066*   	          NaN 	          NaN 	       8399.9 	       7904.2 	      11300.0 
126+00-112   	          NaN 	          NaN 	      29576.0 	     131704.1 	       9300.0 
126+05-123   	          NaN 	          NaN 	      60395.2 	     132722.9 	      15500.0 
126+01-061   	          NaN 	          NaN 	      16671.2 	      24380.5 	       7200.0 
125-04-072   	          NaN 	          NaN 	       8317.5 	      48595.9 	      26800.0 
123+01-060*   	          NaN 	          NaN 	       7189.4 	      41547.0 	      12400.0 
121+24-023*   	          NaN 	          NaN 	       1101.3 	      28857.1 	      20600.0 
120+02-059*   	          NaN 	          NaN 	      13754.6 	      33769.9 	      10300.0 
120+03-095   	          NaN 	          NaN 	      53193.3 	     519975.0 	      16500.0 
120-17-043*   	          NaN 	          NaN 	       7715.4 	     160795.2 	      29900.0 
116+02-061*   	          NaN 	          NaN 	      17233.0 	      20174.5 	       9300.0 
116+06-059*   	          NaN 	          NaN 	       8433.2 	     189676.5 	      13400.0 
116+04-089   	          NaN 	          NaN 	      10961.0 	      36173.8 	       8200.0 
116-09-062*   	          NaN 	          NaN 	      15451.8 	      34801.5 	      24700.0 
115-01-059   	          NaN 	          NaN 	       8154.4 	      18772.7 	      15500.0 
115+04-048*   	          NaN 	          NaN 	      30170.2 	      91461.0 	      12400.0 
114+02-112   	          NaN 	          NaN 	      40731.9 	      86135.1 	       9300.0 
114-01-099   	          NaN 	          NaN 	      19685.8 	      70666.8 	      13400.0 
114+00-044*   	          NaN 	          NaN 	      41400.6 	      67046.9 	      12400.0 
113+18-023   	          NaN 	          NaN 	        625.0 	      26387.2 	      18600.0 
113-02-107   	          NaN 	          NaN 	      71717.7 	     159464.1 	      17500.0 
113+01-086*   	          NaN 	          NaN 	      16609.1 	      50391.8 	      12400.0 
113+09-077*   	          NaN 	          NaN 	      33014.8 	      49999.2 	      34000.0 
113+05-063   	          NaN 	          NaN 	      33629.4 	     151511.0 	      18600.0 
112+08-130   	          NaN 	          NaN 	      34763.6 	      42965.6 	      12400.0 
112+20-035*   	          NaN 	          NaN 	       2648.1 	      62655.9 	      15500.0 
111+04-109   	          NaN 	          NaN 	      64961.1 	      64500.4 	       9300.0 
111+08-075*   	          NaN 	          NaN 	      18569.4 	      18105.0 	      11300.0 
111+33-081   	          NaN 	          NaN 	      16585.9 	      16989.7 	      19600.0 
111+03-080   	          NaN 	          NaN 	      10851.3 	      10786.2 	       9300.0 
110+02-117   	          NaN 	          NaN 	      77607.4 	     524348.0 	      20600.0 
110+05-114   	          NaN 	          NaN 	      59485.9 	      85521.7 	      14400.0 
108+24-029   	          NaN 	          NaN 	       2813.4 	       9668.5 	      16500.0 
107+04-052*   	          NaN 	          NaN 	       8524.0 	      40803.6 	      11300.0 
107+07-107   	          NaN 	          NaN 	      41224.9 	      64668.5 	      12400.0 
107+09-128   	          NaN 	          NaN 	      59762.6 	     126353.2 	       9300.0 
107+07-119   	          NaN 	          NaN 	      88464.4 	     297809.4 	      21600.0 
106-10-043*   	          NaN 	          NaN 	       7694.6 	      35321.2 	      23700.0 
105+09-021   	          NaN 	          NaN 	       3344.9 	      38599.0 	      27800.0 
104-20-035*   	          NaN 	          NaN 	       5159.3 	      31011.0 	      28900.0 
104+06-092*   	          NaN 	          NaN 	      52470.6 	     650588.4 	      27800.0 
103+08-129   	          NaN 	          NaN 	      55811.7 	     310268.8 	      18600.0 
103+03-113   	          NaN 	          NaN 	      47086.2 	      17408.3 	       7200.0 
102+00-085*   	          NaN 	          NaN 	      20850.7 	     352684.9 	      10300.0 
101+26-042*   	          NaN 	          NaN 	       6564.0 	      21887.5 	      26800.0 
100+05-101   	          NaN 	          NaN 	      68835.0 	     108185.4 	      15500.0 
100+29-042*   	          NaN 	          NaN 	       8468.8 	      12194.2 	      27800.0 
100+37-057   	          NaN 	          NaN 	       5976.2 	       7803.9 	       7200.0 
099-09-030*   	          NaN 	          NaN 	       3821.1 	      26373.0 	      21600.0 
098-01-046*   	          NaN 	          NaN 	      31125.9 	      39343.4 	      13400.0 
098+01-048*   	          NaN 	          NaN 	      45782.1 	     102754.4 	      11300.0 
097+00-028   	          NaN 	          NaN 	      16766.5 	      42719.2 	      21600.0 
094+08-043*   	          NaN 	          NaN 	      11026.4 	     149439.4 	      15500.0 
092+03-113   	          NaN 	          NaN 	      41082.9 	      37148.9 	      17500.0 
091+08-035*   	          NaN 	          NaN 	      21056.4 	     139249.3 	      23700.0 
091-04-067*   	          NaN 	          NaN 	      78423.0 	    1713618.7 	      35000.0 
091+06-115   	          NaN 	          NaN 	      60942.7 	     142792.1 	       9300.0 
